parameter,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,index,par_type,item
theta,0.636,0.159,0.326,0.923,0.002,0.001,10122,12171,1,1044,person,
theta,1.127,0.155,0.85,1.431,0.002,0.001,8682,12914,1,302,person,
theta,0.232,0.156,-0.056,0.527,0.002,0.001,10480,12800,1,1076,person,
theta,1.103,0.151,0.82,1.387,0.002,0.001,7610,11382,1,230,person,
theta,0.868,0.164,0.56,1.171,0.002,0.001,10381,11958,1,921,person,
theta,0.675,0.162,0.374,0.979,0.002,0.001,10532,12898,1,1178,person,
theta,1.049,0.162,0.738,1.347,0.002,0.001,9354,10857,1,729,person,
theta,-0.403,0.175,-0.745,-0.087,0.001,0.001,14195,12432,1,714,person,
theta,0.886,0.152,0.605,1.174,0.002,0.001,8186,10002,1,72,person,
theta,0.405,0.163,0.106,0.716,0.001,0.001,12030,12346,1,454,person,
theta,0.687,0.156,0.391,0.978,0.002,0.001,9023,11093,1,289,person,
theta,1.107,0.155,0.812,1.393,0.002,0.001,7431,11871,1,771,person,
theta,0.898,0.165,0.589,1.211,0.002,0.001,9070,12460,1,422,person,
theta,0.494,0.167,0.17,0.8,0.002,0.001,11020,11770,1,544,person,
theta,0.947,0.174,0.616,1.265,0.002,0.001,10673,12737,1,788,person,
theta,0.929,0.147,0.648,1.201,0.002,0.001,7027,10996,1,936,person,
theta,0.693,0.166,0.377,1,0.002,0.001,9868,10679,1,287,person,
theta,0.712,0.173,0.4,1.054,0.002,0.001,13137,12134,1,31,person,
theta,1.061,0.158,0.764,1.357,0.002,0.001,9093,12613,1,120,person,
theta,0.415,0.153,0.12,0.702,0.002,0.001,10308,11076,1,871,person,
theta,0.601,0.161,0.301,0.904,0.001,0.001,11861,12646,1,353,person,
theta,0.774,0.147,0.492,1.048,0.002,0.001,8293,12339,1,348,person,
theta,0.705,0.167,0.378,1.005,0.002,0.001,10107,11346,1,1039,person,
theta,1.323,0.152,1.041,1.614,0.002,0.001,7172,10343,1,1104,person,
theta,1.453,0.177,1.118,1.784,0.002,0.001,9046,10737,1,858,person,
